segment_length,run_index,rank,births
100,1,0,""
100,2,0,""
100,3,0,""
100,4,0,""
100,5,0,""
100,6,0,""
100,7,0,""
100,8,0,""
100,9,0,""
100,10,0,""
100,11,0,""
100,12,0,""
100,13,0,""
100,14,0,""
100,15,0,""
100,16,0,""
100,17,0,""
100,18,0,""
100,19,0,""
100,20,0,""
100,21,0,""
100,22,0,""
100,23,0,""
100,24,0,""
100,25,0,""
100,26,0,""
100,27,0,""
100,28,0,""
100,29,0,""
100,30,0,""
125,1,1,"0.060378198923038806"
125,2,1,"0.014912810499392035"
125,3,1,"0.4942896696623333"
125,4,1,"0.009709556112043993"
125,5,1,"0.06212423151397839"
125,6,1,"0.4606716661861844"
125,7,1,"0.13745413028371445"
125,8,1,"0.014912810499392035"
125,9,1,"0.13161610447845332"
125,10,1,"0.4606716661861844"
125,11,1,"0.014912810499392035"
125,12,1,"0.3954807345151126"
125,13,1,"0.18142746773248394"
125,14,1,"0.4080890391671777"
125,15,1,"0.4805668605161964"
125,16,1,"0.3329547123134198"
125,17,1,"0.4942896696623333"
125,18,1,"0.12923954037692834"
125,19,1,"0.37972045434409196"
125,20,0,""
125,21,1,"0.05796438339738769"
125,22,1,"0.4873295315241318"
125,23,1,"0.2500396925632349"
125,24,1,"0.06508597051700488"
125,25,1,"0.05348798209540694"
125,26,1,"0.2917231727623666"
125,27,1,"0.2624380189300095"
125,28,1,"0.051995242094351884"
125,29,1,"0.48351993638821"
125,30,1,"0.37972045434409196"
150,1,1,"0.0"
150,2,1,"0.0"
150,3,1,"0.0"
150,4,1,"0.0"
150,5,1,"0.0"
150,6,1,"0.0"
150,7,1,"0.0"
150,8,1,"0.0"
150,9,1,"0.0"
150,10,1,"0.0"
150,11,1,"0.0"
150,12,1,"0.0"
150,13,1,"0.0"
150,14,1,"0.0"
150,15,1,"0.0"
150,16,1,"0.0"
150,17,1,"0.0"
150,18,1,"0.0"
150,19,1,"0.0"
150,20,1,"0.0"
150,21,1,"0.0"
150,22,1,"0.0"
150,23,1,"0.0"
150,24,1,"0.0"
150,25,1,"0.0"
150,26,1,"0.0"
150,27,1,"0.0"
150,28,1,"0.0"
150,29,1,"0.0"
150,30,1,"0.0"
175,1,1,"0.0"
175,2,1,"0.0"
175,3,1,"0.0"
175,4,1,"0.0"
175,5,1,"0.0"
175,6,1,"0.0"
175,7,1,"0.0"
175,8,1,"0.0"
175,9,1,"0.0"
175,10,1,"0.0"
175,11,1,"0.0"
175,12,1,"0.0"
175,13,1,"0.0"
175,14,1,"0.0"
175,15,1,"0.0"
175,16,1,"0.0"
175,17,1,"0.0"
175,18,1,"0.0"
175,19,1,"0.0"
175,20,1,"0.0"
175,21,1,"0.0"
175,22,1,"0.0"
175,23,1,"0.0"
175,24,1,"0.0"
175,25,1,"0.0"
175,26,1,"0.0"
175,27,1,"0.0"
175,28,1,"0.0"
175,29,1,"0.0"
175,30,1,"0.0"
200,1,1,"0.0"
200,2,1,"0.0"
200,3,1,"0.0"
