radius,50,100
0.0,10,10
0.002,10,10
0.004,10,10
0.006,10,10
0.008,10,10
0.01,10,10
0.012,10,10
0.014,10,10
0.016,10,10
0.018,10,10
0.02,10,6
0.022,10,6
0.024,10,6
0.026,10,6
0.028,10,6
0.03,10,6
0.032,10,6
0.034,10,6
0.036,10,6
0.038,10,6
0.04,10,6
0.042,10,6
0.044,10,6
0.046,10,6
0.048,10,6
0.05,10,6
0.052,10,6
0.054,10,6
0.056,10,6
0.058,10,6
0.06,10,4
0.062,10,4
0.064,9,4
0.066,8,4
0.068,6,1
0.07,1,0
0.072,1,0
0.074,1,0
0.076,1,0
0.078,1,0
0.08,1,0
0.082,1,0
0.084,1,0
0.086,1,0
0.088,1,0
0.09,1,0
0.092,1,0
0.094,1,0
0.096,1,0
0.098,1,0
0.1,1,0
0.102,1,0
0.104,1,0
0.106,1,0
0.108,1,0
0.11,1,0
0.112,1,0
0.114,1,0
0.116,1,0
0.118,1,0
0.12,1,0
0.122,1,0
0.124,1,0
0.126,1,0
0.128,1,0
0.13,1,0
0.132,1,0
0.134,1,0
0.136,1,0
0.138,1,0
0.14,1,0
0.142,1,0
0.144,1,0
0.146,1,0
0.148,1,0
0.15,1,0
0.152,1,0
0.154,1,0
0.156,1,0
0.158,1,0
0.16,1,0
0.162,1,0
0.164,1,0
0.166,1,0
0.168,1,0
0.17,1,0
0.172,1,0
0.174,1,0
0.176,1,0
0.178,1,0
0.18,1,0
0.182,1,0
0.184,1,0
0.186,1,0
0.188,1,0
0.19,1,0
0.192,1,0
0.194,1,0
0.196,1,0
0.198,1,0
0.2,1,0
